id,idLicitacion,ordenCompra,estado,rutCliente,referencia,fecha,plazo,usuario
16859,1057389-368-COT26,,No Adjudicada,61.602.229-6,Casa club colores - casa de muÃ±ecas corazÃ³n - tÃºnel cuncuna plÃ¡stica,2026-02-02T00:00:00.000Z,5 DIAS HABILES,Anny
16860,2923-84-COT26,,No Adjudicada,69.030.100-8,INSUMOS DEPORTIVO CAMPEONATO DE FÃšTBOL LOS MÃ‰DANOS.,2026-02-02T00:00:00.000Z,7 DIAS HABILES,Anny
16861,1080089-16-COT26,,No Adjudicada,61.607.900-K,PISCINA DE ESPONJA CON PELOTAS - SOL 10118,2026-02-02T00:00:00.000Z,15 DIAS HABILES (PRODUCTO SE FABRICA A PEDIDO),Anny
16864,2833-125-COT26,,No Adjudicada,61.930.600-7,MATERIAL DIDACTICO COLEGIO VALLE DE QUILLOTA,2026-02-02T00:00:00.000Z,15 DIAS HABILES,Anny
16865,2445-37-COT26,,Pendiente,69.100.100-8,2445-37-COT26,2026-01-30T00:00:00.000Z,3 dias ,Anacruz
16866,1436733-14-COT26,,No Adjudicada,61.981.060-0,AdquisiciÃ³n de materiales DidÃ¡ctico (SENADIS) para la sala sensorial de la escuela Luis Cruz Martines del servicio local Slep Los Libertadores.,2026-02-03T00:00:00.000Z,10 DIAS HABILES,Anny
16867,2733-39-COT26,,Pendiente,69.071.700-K,2733-39-COT26,2026-01-30T00:00:00.000Z,5 DIAS,Anacruz
16868,4086-10-LE26,,Pendiente,69.220.500-6,ADQUISICIÃ“N DE MOBILIARIO URBANO,2026-02-09T00:00:00.000Z,24 DIAS CORRIDOS,Anny
16869,2341-44-COT26,,No Adjudicada,69.072.700-5,ADQUISICION DE MATERIALES DEPORTIVOS _ ADQ 64 _ SP 24 _ DIDECO-DPTO. DEPORTES Y RECREACION,2026-02-03T00:00:00.000Z,10 DIAS HABILES,Anny
16870,3960-24-COT26,,No Adjudicada,69.100.600-K,IMPLEMENTOS DE ESTIMULACION FÃSICA,2026-02-03T00:00:00.000Z,7 DIAS HABILES,Anny
16872,1436733-13-COT26,,No Adjudicada,61.981.060-0,Material sensorial,2026-02-03T00:00:00.000Z,"8 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO) ",Anny
16873,4777-86-COT26,,Pendiente,,,2026-02-02T00:00:00.000Z,,Anacruz
16874,4057-101-COT26,,Pendiente,69.181.100-K,4057-101-COT26,2026-02-02T00:00:00.000Z,5 dias,Anacruz
16875,3485-105-COT26,,Pendiente,69.190.400-8,MATERIALES DE OFICINA. SP NÂº99,2026-02-03T00:00:00.000Z,7 DIAS HABILES,Anny
16876,3485-105-COT26-1,,Pendiente,69.190.400-8,MATERIALES DE OFICINA. SP NÂº99,2026-02-03T00:00:00.000Z,7 DIAS HABILES,Anny
16877,1110404-47-COT26,,Pendiente,62.000.660-2,1110404-47-COT26,2026-02-02T00:00:00.000Z,5 DIAS,Anacruz
16878,2460-78-COT26,,Pendiente,69.070.300-9,2460-78-COT26,2026-02-02T00:00:00.000Z,5 dias,Anacruz
16879,1110404-48-COT26,,Pendiente,62.000.660-2,"ADQUISICIÃ“N DE MATERIALES DIDÃCTICOS SENSORIALES Y COGNITIVOS PARA ESTUDIANTES CON TRASTORNO DEL ESPECTRO AUTISTA, PARA ESCUELA AMÃ‰RICA, PERTENECIENTE AL SLEP DE CHINCHORRO, ARICA Y PARINACOTA",2026-02-04T00:00:00.000Z,7 DIAS HABILES,Anny
16880,2403-84-COT26,,Pendiente,69.254.000-K,Compra de Juegos de Bingo,2026-02-03T00:00:00.000Z,5 DIAS HABILES,Anny
16882,2713-182-COT26,,No Adjudicada,69.240.100-K,Juegos de mesa - DIDECO - Cultura - 169,2026-02-04T00:00:00.000Z,10 DIAS HABILES,Anny
16883,2424-148-COT26,,Pendiente,69.061.000-0,2424-148-COT26,2026-02-03T00:00:00.000Z,5 dias,Anacruz
16884,1057539-415-COT26,,No Adjudicada,61.975.100-0,BANDA ELASTICA POR 5MTS (COTIZAR X METRO),2026-02-04T00:00:00.000Z,4 DIAS HABILES,Anny
16885,5615-62-COT26,,Pendiente,69.141.700-K,"KIT DE ESTIMULACION COGNITIVA, SENSITIVA Y MOTORA, SEGUN REQ DIDECO NÂ°34",2026-02-04T00:00:00.000Z,7 DIAS HABILES,Anny
16887,2467-15-COT26,,Pendiente,69.140.900-7,MATERIALES DEPORTIVOS PARA PROGRAMA PISCINAS,2026-02-04T00:00:00.000Z,8 DIAS HABILES,Anny
16889,3695-34-COT26,,Pendiente,69.100.300-0,"MATERIALES DIDACTICOS, ESCUELA MONTERILLA, LEY SEP",2026-02-04T00:00:00.000Z,10 DIAS HABILES,Anny
16890,2207-119-COT26,,Pendiente,61.602.153-2,2207-119-COT26,2026-02-03T00:00:00.000Z,3 A 5 DIAS,Anacruz
16891,2799-7-COT26,,Pendiente,69.051.100-2,2799-7-COT26,2026-02-03T00:00:00.000Z,5 dias,Anacruz
16892,1718-91-COT26,,Pendiente,,1718-91-COT26,2026-02-03T00:00:00.000Z,5 dias,Anacruz
16895,4777-96-COT26,,Pendiente,69.200.800-6,4777-96-COT26,2026-02-04T00:00:00.000Z,5 dias,Anacruz
16896,2401-83-COT26,,Pendiente,69.080.100-0,IMPLEMENTOS DE ESTIMULACION Y DIDACTICOS,2026-02-09T00:00:00.000Z,10 DIAS HABILES,Anny
16897,985737-8-COT26,,Pendiente,61.999.250-4,IMPLEMENTOS DEPORTIVOS UDE.,2026-02-05T00:00:00.000Z,8 DIAS HABILES,Anny
16898,1216060-33-COT26,,Pendiente,,,2026-02-04T00:00:00.000Z,,Anacruz
16899,1057498-330-COT26,,Pendiente,61.608.107-1,1057498-330-COT26,2026-02-04T00:00:00.000Z,5 DÃAS,Anacruz
16972,2211-204-COT26,,Pendiente,69.061.100-7,2211-204-COT26,2026-02-11T00:00:00.000Z,5 DIAS,Anacruz
16900,4050-76-COT26,,Pendiente,69.181.100-K,AdquisiciÃ³n juegos inflables para proyecto FNDR 8%,2026-02-05T00:00:00.000Z,5 DIAS HABILES,Anny
16901,1057533-44-COT26,,Pendiente,61.980.080-K,FSC-33|YRV|IMPLEMENTOS DE REHABILITACION FISICA,2026-02-05T00:00:00.000Z,"10 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO) ",Anny
16902,2207-145-COT26,,Pendiente,,,2026-02-04T00:00:00.000Z,,Anacruz
16903,4689-28-COT26,,Pendiente,69.110.900-3,4689-28-COT26,2026-02-04T00:00:00.000Z,5 DIAS,Anacruz
16904,3826-48-COT26,,Pendiente,69.261.400-3,"IMPLEMENTOS SENSORIALES, ESCUELA CRISTAL CHILE",2026-02-05T00:00:00.000Z,15 DIAS HABILES (ENTREGA ENTRE EL 25-02 y 27-02-2026),Anny
16905,1057498-332-COT26,,Pendiente,61.608.107-1,INSUMOS SALA CUNA,2026-02-05T00:00:00.000Z,7 DIAS HABILES,Anny
16906,2833-149-COT26,,Pendiente,61.930.600-7,2833-149-COT26,2026-02-04T00:00:00.000Z,5 DIAS,Anacruz
16907,2833-162-COT26,,Pendiente,61.930.600-7,2833-162-COT26,2026-02-04T00:00:00.000Z,5 DIAS,Anacruz
16908,2408-20-COT26,,Pendiente,69.170.100-K,ID: 2211 NOMBRE DEL REQUERIMIENTO: MATERIALES PARA TALLERES RECREATIVOS CENTRO COMUNITARIO DE CUIDADOS 2026,2026-04-28T00:00:00.000Z,10 DIAS HABILES,Anny
16909,3634-34-COT26,,Pendiente,69.081.500-1,3634-34-COT26,2026-02-04T00:00:00.000Z,5 DIAS,Anacruz
16910,3695-41-COT26,,Pendiente,69.100.300-0,"MUDADOR Y COLCHONETA, ESC. LOS ALISOS, LEY SEP",2026-02-05T00:00:00.000Z,5 DIAS HABILES,Anny
16911,4134-58-COT26,,Pendiente,69.110.200-9, EQUIPAMIENTO DIDACTICO PROGRAMA C.C.C.,2026-02-05T00:00:00.000Z,7 DIAS HABILES,Anny
16914,3159-13-COT26,,Pendiente,61.102.038-4,ESCRITORIOS Y JUEGO PARA JARDIN INFANTIL,2026-02-06T00:00:00.000Z,TIEMPO DE ENTREGA 10 DIAS HABILES (PRODUCTOS SE FABRICAN A PEDIDO) ,Anny
16915,2791-9-COT26,,Pendiente,69.255.400-0,MATERIAL DIDÃCTICO JARDINES INFANTILES,2026-02-06T00:00:00.000Z,10 DIAS HABILES,Anny
16916,2065-84-COT26,,Pendiente,61.602.299-7,2065-84-COT26,2026-02-05T00:00:00.000Z,5 DIAS,Anacruz
16917,1216088-27-COT26,,Pendiente,,1216088-27-COT26,2026-02-05T00:00:00.000Z,5 DIAS,Anacruz
16918,2026-55-COT26,,Pendiente,61.606.600-5,2026-55-COT26,2026-02-05T00:00:00.000Z,3 a 5 dias,Anacruz
16919,2833-145-COT26,,Pendiente,61.930.600-7,Material didÃ¡ctico y juegos de Mesa para Escuela Las Pataguas.,2026-02-06T00:00:00.000Z,7 DIAS HABILES,Anny
16920,4491-22-COT26,,Pendiente,69.150.501-4,"DidÃ¡cticos Colegio Italia, 4",2026-02-06T00:00:00.000Z,8 DIAS HABILES,Anny
16921,2680-18-COT26,,Pendiente,69.255.500-7,"ADQUISICION MOBILIARIO Y OTROS, PARA SALA CUNA SONRISITAS, FINANCIAMIENTO JUNJI",2026-02-06T00:00:00.000Z,10 DIAS HABILES,Anny
16973,4560-5-COT26,,Pendiente,69.160.401-2,MATERIAL PATIO DE JUEGOS,2026-02-12T00:00:00.000Z,"10 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO) ",Anny
16923,4285-2-L126,,Pendiente,69.191.000-8,materiales didacticos para preescolares Liceo Ate,2026-02-06T00:00:00.000Z,10 DIAS CORRIDOS,Anny
16924,4377-57-COT26,,Pendiente,69.151.100-6,ADQUISICIÃ“N DE IMPLEMENTOS DE ESTIMULACIÃ“N PROGRAMA PRLAC.-,2026-02-06T00:00:00.000Z,3 DIAS HABILES,Anny
16925,2328-46-COT26,,Pendiente,,,2026-02-05T00:00:00.000Z,,Anacruz
16926,1232565-4-LE26,,Pendiente,70.783.100-6,1232565-4-LE26,2026-02-05T00:00:00.000Z,10 DIAS HÃBILES,Anacruz
16927,2974-23-COT26,,Pendiente,61.103.006-1,(SECCIÃ“N LOG.) ADQ. DE IMPLEMENTOS DE ENSEÃ‘ANZA (83/2026),2026-03-02T00:00:00.000Z,5 DIAS HABILES,Anny
16929,3634-35-COT26,,Pendiente,69.081.500-1,COMPRA DE IMPLEMENTOS DIDACTICOS PROGRAMA RED LOCAL DE APOYOS Y CUIDADOS COMUNA DE MALLOA,2026-02-06T00:00:00.000Z,7 DIAS HABILES,Anny
16930,4833-9-COT26,,Pendiente,69.252.000-9,Adquisicion jardin mis primeros pasitos,2026-02-09T00:00:00.000Z,10 DIAS HABILES,Anny
16932,2687-21-COT26,,Pendiente,69.061.600-9,JUEGOS D PATIO Y MATERIAL DIDACTICO SALA CUNA MIRASOL,2026-02-09T00:00:00.000Z,10 DIAS HABILES,Anny
16933,956-34-COT26,,Pendiente,61.606.500-9,CUNAS FOLIO 190,2026-02-09T00:00:00.000Z,10 DIAS HABILES,Anny
16934,1057547-268-COT26,,Pendiente,61.607.502-0,didacticos jardin infantil hbv,2026-02-07T00:00:00.000Z,10 DIAS HABILES,Anny
16935,1057547-267-COT26,,No Adjudicada,61.607.502-0,didacticos hbv,2026-02-06T00:00:00.000Z,10 DIAS HABILES,Anny
16936,2974-25-COT26,,Pendiente,61.103.006-1,ADQ. JUEGOS DE RECREACIÃ“N PARA EL C.R LONCURA (89/2026),2026-02-09T00:00:00.000Z,7 DIAS HABILES,Anny
16937,4777-102-COT26,,Pendiente,69.200.800-6,4777-102-COT26,2026-02-06T00:00:00.000Z,5 dias,Anacruz
16938,2759-20-COT26,,Pendiente,69.151.200-2,2759-20-COT26,2026-02-04T00:00:00.000Z,5 dias,Anacruz
16939,4703-28-COT26,,Pendiente,69.073.000-6,COMPRA DE IMPLEMENTACION KINESIOLOGICOS/ LICEO / SEP,2026-02-09T00:00:00.000Z,5 DIAS HABILES,Anny
16940,2502-9-COT26,,Pendiente,69.110.700-0,Equipamiento infantil didÃ¡ctico OLN,2026-02-09T00:00:00.000Z,7 DIAS HABILES,Anny
16941,4703-29-COT26,,Pendiente,69.073.000-6,COMPRA DE MATERIAL DEPORTIVO/ EL REMANSO/ SUB PRO-RETENCION,2026-02-09T00:00:00.000Z,5 DIAS HABILES,Anny
16942,4113-81-COT26,,Pendiente,,,2026-02-06T00:00:00.000Z,,Anacruz
16944,2199-26-COT26,,Pendiente,,,2026-02-09T00:00:00.000Z,,Anacruz
16971,3712-108-COT26,,Pendiente,69.041.500-3,"Implementos terapÃ©uticos, Oficina de discapacidad.",2026-02-12T00:00:00.000Z,"7 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO)",Anny
16945,932-2-LP26,,Pendiente,61.107.000-4,CONVENIO DE SUMINISTRO DE IMPLEMENTACIÃ“N DEPORTIVA INSTITUTO NACIONAL DE DEPORTES DE CHILE REGIÃ“N DE OÂ´HIGGINS 2026-2027-2028,2026-02-10T00:00:00.000Z,10 DIAS HABILES,Anny
16946,4162-51-COT26,,Pendiente,69.080.600-2,COMPRA DE INSUMOS PARA TERAPEUTA OCUPACIONAL CESFAM DOÃ‘IHUE Y LO MIRANDA,2026-02-10T00:00:00.000Z,7 DIAS HABILES,Anny
16947,4492-12-COT26,,Pendiente,69.110.800-7,4492-12-COT26,2026-02-09T00:00:00.000Z,7 DIAS,Anacruz
16950,2440-55-COT26,,Pendiente,69.100.100-8,2440-55-COT26,2026-02-09T00:00:00.000Z,7 DIAS,Anacruz
16951,3510-45-COT26,,Pendiente,,,2026-02-09T00:00:00.000Z,,Anacruz
16952,4205-11-COT26,,Pendiente,69.073.900-3,ADQUSICION DE ARTICULOS DEPORTIVOS PARA ESCUELA CUYUNCAVI,2026-02-10T00:00:00.000Z,8 DIAS HABILES,Anny
16949,1233613-30-COT26,,Pendiente,61.980.960-2,,2026-02-09T00:00:00.000Z,,Anacruz
16953,4050-107-COT26,,Pendiente,69.181.100-K,AdquisiciÃ³n juegos inflables para proyecto FNDR 8%,2026-02-10T00:00:00.000Z,5 DIAS HABILES,Anny
16955,1255790-20-COT26,,Pendiente,65.589.950-2,1255790-20-COT26,2026-02-10T00:00:00.000Z,4 A 5 DIAS,Anacruz
16956,2288-164-COT26,,Pendiente,69.041.300-0,"ADQ, DE IMPLEMENTOS PROYECTO OFICINA DE LA INCLUSIÃ“N CANELA",2026-02-11T00:00:00.000Z,"10 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO)",Anny
16958,3730-37-COT26,,Pendiente,69.090.300-8,3730-37-COT26,2026-02-10T00:00:00.000Z,5 DIAS,Anacruz
16959,1057547-332-COT26,,Pendiente,61.607.502-0,DIDACTIVOS JARDIN INFANTIL HBV,2026-02-11T00:00:00.000Z,10 DIAS HABILES,Anny
16960,1057547-334-COT26,,Pendiente,61.607.502-0,DIDACTICOS JARDIN INFANTIL HBV III,2026-02-11T00:00:00.000Z,10 DIAS HABILES,Anny
16962,4047-24-COT26,,Pendiente,69.061.800-1,ADQUISICION DE JUEGOS DIDACTICOS PARA EL COLEGIO LORENZO BAEZA VEGA Y LICEO ALDEA EDUCATIVA - ISLA DE PASCUA,2026-02-11T00:00:00.000Z,10 DIAS HABILES,Anny
16963,875646-330-COT26,,Pendiente,61.602.057-9,875646-330-COT26,2026-02-10T00:00:00.000Z,5 DIAS,Anacruz
16964,2321-16-COT26,,Pendiente,69.130.100-1,,2026-02-10T00:00:00.000Z,,Anacruz
16965,2440-86-COT26,,Pendiente,69.100.100-8,2440-86-COT26,2026-02-10T00:00:00.000Z,5 dias,Anacruz
16967,3678-56-COT26,,Pendiente,69.050.500-2,ADQUISICIÃ“N DE IMPLEMENTOS DE ESTIMULACIÃ“N CCC LA Ã‘IPA,2026-02-12T00:00:00.000Z,5 DIAS HABILES,Anny
16968,2791-18-COT26,,Pendiente,69.255.400-0,,2026-02-10T00:00:00.000Z,,Anacruz
16970,2440-89-COT26,,Pendiente,69.100.100-8,TATAMI BICOLOR PARA EL ESTABLECIMIENTO EDUCACIONAL ESCUELA ESTADOS UNIDOS,2026-02-11T00:00:00.000Z,3 DIAS HABILES,Anny
17087,2961-186-COT26,,Pendiente,69.072.400-6,2961-186-COT26,2026-02-24T00:00:00.000Z,5 DIAS,Cinthia 
16974,1274907-16-COT26,,Pendiente,71.299.000-7,1274907-16-COT26,2026-02-11T00:00:00.000Z,5 DIAS,Anacruz
16975,3014-44-COT26,,Pendiente,69.181.100-K,4057-158-COT26,2026-02-11T00:00:00.000Z,5 dias,Anacruz
16976,3759-28-COT26,,Pendiente,69.130.400-0,IMPLEMENTOS KINESIOLOGICOS,2026-02-12T00:00:00.000Z,7 DIAS HABILES,Anny
16977,1057547-345-COT26,,Pendiente,61.607.502-0,Didacticos hbv,2026-02-12T00:00:00.000Z,"10 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO)",Anny
16978,3510-51-COT26,,Pendiente,69.220.601-0,Material didÃ¡ctico Escuela Rural Chauquear,2026-02-12T00:00:00.000Z,"8 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO) â€“",Anny
16979,377-69-COT26,,Pendiente,69.061.600-9,377-69-COT26,2026-02-11T00:00:00.000Z,3 a 5 dias,Anacruz
16980,2833-183-COT26,,Pendiente,61.930.600-7,2833-183-COT26,2026-02-11T00:00:00.000Z,5 A 6 DIAS,Anacruz
16981,1718-134-COT26,,Pendiente,69.253.900-1,1718-79-COT26,2026-02-13T00:00:00.000Z,1718-79-COT26,Anny
16982,4124-7-COT26,,Pendiente,70.766.500-9,MATERIAL DIDACTICO,2026-02-12T00:00:00.000Z,8 DIAS HABILES,Anny
16983,2446-150-COT26,,Pendiente,69.040.300-5,,2026-02-11T00:00:00.000Z,,Anacruz
16984,2440-104-COT26,,Pendiente,,,2026-02-11T00:00:00.000Z,,Anacruz
16985,945256-7-COT26,,Pendiente,61.980.790-1,Colchonetas para mudador,2026-02-12T00:00:00.000Z,5 DIAS HABILES (SE FABRICAN A PEDIDO),Anny
16986,2440-97-COT26,,Pendiente,69.100.100-8,MATERIALES DIDÃCTICOS ESCUELA GRECIA DE CURICÃ“,2026-02-16T00:00:00.000Z,7 DIAS HABILES,Anny
16987,2833-187-COT26,,Pendiente,61.930.600-7,Juegos de Mesa y Material DidÃ¡ctico para Colegio Republica de Mexico,2026-02-12T00:00:00.000Z,7 DIAS HABILES,Anny
16988,3510-54-COT26,,Pendiente,69.220.601-0,Juego de Patio Escuela Rural Pargua,2026-02-12T00:00:00.000Z,7 DIAS HABILES,Anny
16989,1380-843-COT26,,Pendiente,61.602.232-6,"SABANA, COBERTOR, FRAZADA Y PROTECTOR PARA CAMAS SALA CUNA DEL HHHA.",2026-02-13T00:00:00.000Z,10 DIAS HABILES (PRODUCTOS SE FABRICAN A PEDIDO) ,Anny
16990,1306643-15-COT26,,Pendiente,69.254.200-2,1306643-15-COT26,2026-02-12T00:00:00.000Z,5 DIAS,Anacruz
16991,3244-67-COT26,,Pendiente,69.073.500-8,3244-31-COT26,2026-02-13T00:00:00.000Z,3244-31-COT26,Anny
16993,3036-37-COT26,,Pendiente,69.060.200-8,ADQ MATERIAL PARA RECREO ENTRETENIDO DEL PROGRAMA REVINCULACION,2026-02-16T00:00:00.000Z,"8 DIAS HABILES (PRODUCTOS CON CODIGOS MK, SE FABRICAN A PEDIDO) â€“",Anny
16994,2401-134-COT26,,Pendiente,69.080.100-0,2401-134-COT26,2026-02-12T00:00:00.000Z,5 dias,Anacruz
16995,3117-80-COT26,,Pendiente,61.102.006-6,3117-80-COT26,2026-02-12T00:00:00.000Z,3 a 4 dÃ­as,Anacruz
16997,1389183-10-LE26,,No Adjudicada,61.981.100-3,SUMINISTRO MATERIAL DIDACTICO,2026-02-16T00:00:00.000Z,10  DIAS HABILES,Anny
16998,2446-156-COT26,,Pendiente,69.040.300-5,2446-156-COT26,2026-02-12T00:00:00.000Z,10 dias hÃ¡biles,Anacruz
16999,2909-66-COT26,,Pendiente,69.200.700-K,materiales didÃ¡cticos para escuela rural curriÃ±e,2026-02-13T00:00:00.000Z,7 DIAS HABILES,Anny
17000,2403-126-COT26,,Pendiente,69.254.000-K,AdquisiciÃ³n de Material de estimulaciÃ³n â€“ Centro Comunitario de Cuidados,2026-02-18T00:00:00.000Z,10 DIAS HABILES,Anny
17001,2013-186-COT26,,Pendiente,70.777.500-9,2013-186-COT26 ,2026-02-16T00:00:00.000Z,7 dias,Cinthia 
17002,2583-90-COT26,,Pendiente,69.070.900-7,2583-90-COT26,2026-02-13T00:00:00.000Z,0 dias,Anacruz
17003,1623-64-COT26,,Pendiente,61.602.142-7,1623-64-COT26,2026-02-16T00:00:00.000Z,5 DIAS,Cinthia 
17004,1233600-16-COT26,,Pendiente,,,2026-02-13T00:00:00.000Z,,Anacruz
17005,1557-21-COT26,,Pendiente,61.606.309-K,1557-21-COT26,2026-02-16T00:00:00.000Z,7 DIAS,Cinthia 
17006,578459-135-COT26,,Pendiente,70.937.200-9,578459-135-COT26,2026-02-13T00:00:00.000Z,5 DIAS,Anacruz
17007,1072229-13-COT26,,Pendiente,70.574.900-0,1072229-13-COT26 ,2026-02-16T00:00:00.000Z,15 dias,Cinthia 
17008,1072229-14-COT26,,Pendiente,70.574.900-0,1072229-14-COT26,2026-02-16T00:00:00.000Z,15 DIAS,Cinthia 
17009,2407-96-COT26,,Pendiente,69.071.200-8,2407-96-COT26,2026-02-17T00:00:00.000Z,10 DIAS,Cinthia 
17010,2591-197-COT26,,Pendiente,83.017.500-8,2591-197-COT26,2026-02-16T00:00:00.000Z,7 dias,Anacruz
17011,3826-77-COT26,,Pendiente,69.261.400-3, 3826-77-COT26,2026-02-17T00:00:00.000Z,5 dias,Cinthia 
17012,2401-149-COT26,,Pendiente,69.080.100-0,2401-149-COT26,2026-02-16T00:00:00.000Z,5 DIAS,Anacruz
17013,1057491-361-COT26,,Pendiente,61.608.408-9,1057491-361-COT26,2026-02-17T00:00:00.000Z,7 dias,Cinthia 
17014,2974-28-COT26,,Pendiente,61.103.006-1,2974-28-COT26,2026-02-16T00:00:00.000Z,5 DIAS,Anacruz
17015,4491-36-COT26,,Pendiente,69.150.501-4, 4491-36-COT26,2026-02-17T00:00:00.000Z,5 dias,Cinthia 
17016,4810-16-COT26,,Pendiente,69.080.800-5,4810-16-COT26 /  LINEA 1,2026-02-17T00:00:00.000Z,5 dias,Cinthia 
17017,2403-137-COT26,,Pendiente,69.254.000-K,2403-137-COT26,2026-02-16T00:00:00.000Z,10 DIAS ,Anacruz
17018,4810-16-COT26_2,,Pendiente,69.080.800-5,4810-16-COT26_LINEA2,2026-02-17T00:00:00.000Z,5 DIAS,Cinthia 
17020,4810-16-COT26_L3,,Pendiente,69.080.800-5,4810-16-COT26_L3,2026-02-17T00:00:00.000Z,5 DIAS,Cinthia 
17021,2199-30-COT26,,Pendiente,61.608.403-8,2199-30-COT26,2026-02-16T00:00:00.000Z,5 dias,Anacruz
17022,3091-10-COT26,,Pendiente,,,2026-02-17T00:00:00.000Z,,Cinthia 
17023,418-259-COT26,,Pendiente,61.602.279-2,418-259-COT26,2026-02-17T00:00:00.000Z,10 DIAS,Cinthia 
17024,3659-27-COT26,,Pendiente,,,2026-02-16T00:00:00.000Z,,Anacruz
17025,3141-29-COT26,,Pendiente,69.201.100-7,3141-29-COT26,2026-02-16T00:00:00.000Z,5 dias,Anacruz
17026,4057-201-COT26,,Pendiente,69.181.100-K,,2026-02-17T00:00:00.000Z,,Anacruz
17027,2961-158-COT26,,Pendiente,69.072.400-6,2961-158-COT26,2026-02-18T00:00:00.000Z,3 A 5  DIAS,Cinthia 
17029,1084156-7-COT26,,Pendiente,65.181.672-6,1084156-7-COT26,2026-02-18T00:00:00.000Z,7 DIAS,Cinthia 
17030,2332-117-COT26,,Pendiente,69.220.100-0,2332-117-COT26,2026-02-17T00:00:00.000Z,10 DIAS,Anacruz
17031,1461054-38-COT26,,Pendiente,61.981.040-6,1461054-38-COT26,2026-02-18T00:00:00.000Z,7 dias,Cinthia 
17032,418-254-COT26,,Pendiente,61.602.279-2,418-254-COT26,2026-02-16T00:00:00.000Z,10 dias,Anacruz
17033,2199-39-COT26,,Pendiente,61.608.403-8,2199-39-COT26,2026-02-18T00:00:00.000Z,2 DIAS,Cinthia 
17034,2793-113-COT26,,Pendiente,69.255.400-0,2793-113-COT26,2026-02-18T00:00:00.000Z,4  DIAS,Cinthia 
17035,2332-77-COT26,,Pendiente,69.220.100-0,2332-77-COT26,2026-02-18T00:00:00.000Z,10 DIAS ,Cinthia 
17036,418-252-COT26,,Pendiente,61.602.279-2,418-252-COT26,2026-02-16T00:00:00.000Z,10,Anacruz
17037,548849-7-COT26,,Pendiente,61.979.440-0,548849-7-COT26,2026-02-17T00:00:00.000Z,7 DIAS,Anacruz
17038,1113403-14-COT26,,Pendiente,62.000.650-5,1113403-14-COT26,2026-02-17T00:00:00.000Z,3 a 7 dÃ­as,Anacruz
17088,2407-120-COT26,,Pendiente,69.071.200-8,2407-120-COT26,2026-02-23T00:00:00.000Z,5 dias,Anacruz
17039,1197-2-LP26,,No Adjudicada,61.107.000-4,ADQUISICIÃ“N IMPLEMENTACIÃ“N PREMIACIÃ“N E INDUMENTARIA DEPORTIVA AÃ‘O 2026 PROGRAMAS CEM-DPS DIRECCIÃ“N REGIONAL IND ATACAMA,2026-02-23T00:00:00.000Z,15 DIAS HABILES,Anny
17040,2013-208-COT26,,Pendiente,,,2026-02-18T00:00:00.000Z,,Anacruz
17041,2591-228-COT26,,Pendiente,83.017.500-8,2591-228-COT26,2026-02-18T00:00:00.000Z,7 dias,Anacruz
17043,1432083-22-COT26,,Pendiente,61.981.110-0,1432083-22-COT26,2026-02-19T00:00:00.000Z,10 DIAS,Cinthia 
17044,3479-259-COT26,,Pendiente,69.220.600-2,3479-259-COT26,2026-02-18T00:00:00.000Z,5 dias,Anacruz
17045,2281-335-COT26,,Pendiente,,,2026-02-18T00:00:00.000Z,,Anacruz
17046,1201-13-COT26,,Pendiente,61.107.000-4,1201-13-COT26,2026-02-18T00:00:00.000Z,10 dias,Anacruz
17047,1057434-49-COT26,,Pendiente,61.607.104-1,1057434-49-COT26,2026-02-19T00:00:00.000Z,7 DIAS,Cinthia 
17049,4454-117-COT26,,Pendiente,69.150.600-2,4454-117-COT26,2026-02-19T00:00:00.000Z,5 DIAS,Cinthia 
17050,2013-209-COT26,,Pendiente,70.777.500-9,2013-209-COT26,2026-02-19T00:00:00.000Z,5  DIAS,Cinthia 
17051,4689-50-COT26,,Pendiente,69.110.900-3,4689-50-COT26,2026-02-18T00:00:00.000Z,5 a 7 dias,Anacruz
17052,1099086-4-COT26,,Pendiente,61.606.918-7,1099086-4-COT26,2026-02-19T00:00:00.000Z,10 dias,Cinthia 
17053,2940-6-COT26,,Pendiente,69.210.201-0,2940-6-COT26,2026-02-19T00:00:00.000Z,5 dias,Cinthia 
17054,4057-214-COT26,,Pendiente,69.181.100-K,4057-214-COT26,2026-02-20T00:00:00.000Z,5 DIAS,Cinthia 
17055,2941-75-COT26,,Pendiente,69.210.200-2, 2941-75-COT26,2026-02-20T00:00:00.000Z,5 DIAS,Cinthia 
17056,3743-20-COT26,,Pendiente,69.180.300-7,3743-20-COT26,2026-02-19T00:00:00.000Z,8 DIAS,Anacruz
17057,2200-57-COT26,,Pendiente,61.606.700-1, 2200-57-COT26,2026-02-20T00:00:00.000Z,15 DIAS POR FABRICACIÃ“N,Cinthia 
